business_unit,team,env,one_month_avg,six_month_avg,ec2_percentage,fargate_percentage,lambda_percentage,utilization_rate,deployment_frequency,seasonality,one_month_cv,six_month_cv,actual_compute_spend
r&d,main,dev,46065.84940515598,22734.165749083342,76.37389547201472,7.206854114355522,18.31714201784539,72.33009505533279,low,low,0.1448320218350292,0.2899228242596068,60614.87801858766
application,main,prod,83401.71135703354,68624.20885292055,44.072573384662086,54.579575624610875,20.96815455623049,72.88228080167701,very high,medium,0.0467231690314342,0.0517109289133011,113800.56900036983
application,ops,dev,56915.64095098501,79513.60356569347,59.16274855937948,35.65861035953759,28.833002010856383,62.93408869007142,high,low,0.0426801117160336,0.0349152334813839,122123.60337798171
r&d,main,dev,78465.4422969447,97526.53237164604,69.63784774890892,52.76618831615232,7.527214854355373,85.77814136661162,low,medium,0.0165218714564891,0.0427982406867756,155166.83845132097
application,main,staging,31838.73178926678,18886.284207544773,34.962623901207024,50.89360159481583,12.7211818695405,86.07882630425135,high,low,0.1588657215732981,0.0676493000027501,65239.04924668977
infrastructure,main,dev,88204.62255212427,76413.87626485413,28.297812159227643,50.81534183605974,20.28392532745956,64.11985550529135,low,high,0.0472807135409349,0.0895927228681179,113708.40921603447
infrastructure,research,prod,76870.77733458552,63743.14527487843,76.2619000944837,43.39956233931978,29.101353253287233,91.76532304292252,low,low,0.0994033237466698,0.0095236814592743,113890.03038837506
infrastructure,research,staging,92555.42470678673,52724.17408647654,60.84124502581726,21.027832627182676,7.389361191565029,65.8422471825165,very high,low,0.0153879079320991,0.1133848585872567,93395.82308861181
r&d,credit,test,30589.790322797795,28205.613965709672,25.377749336307843,23.48881417594859,5.563730538252161,86.25465619932712,low,high,0.1895327605368092,0.072834737081559,79295.49898166601
application,debit,staging,67441.16002884781,50726.81189079009,41.43583748732794,21.96580669204775,6.3937399617582,56.04998837560332,medium,medium,0.0174190887929255,0.0487993292019195,89820.43629490258
infrastructure,ops,prod,67929.64680322602,46350.17463889082,65.75162386764666,6.102529974291058,6.310142161529971,58.43508214018728,very high,low,0.0323870259968629,0.1273538241102428,85338.80293317945
r&d,ops,staging,48276.8592437426,42226.391118299376,48.29440936429095,37.04129000681461,27.695396444435108,65.78978222541255,medium,low,0.0864814543626507,0.2117163987353026,79474.67120997785
application,ops,staging,56677.31396554063,76470.36986577662,55.496646871612235,43.43585187453181,23.03144769834562,79.69368838339307,high,high,0.0738233131895414,0.092985017198131,125327.3541682413
r&d,credit,prod,23038.525063188277,74058.0417027411,62.76377414315366,51.96262964388619,21.92765915490696,82.27557427393496,high,high,0.251748051779703,0.0326721692643578,128600.85844483276
infrastructure,research,staging,79668.80309016096,65121.607278472926,53.540643216628645,12.70909883605017,18.064320506545236,69.81780859837374,low,high,0.0925266975045677,0.0306535802980636,107525.67820881012
infrastructure,credit,prod,63945.79835225392,93093.18506346978,47.805552534553705,34.9300731937241,24.548815424303797,53.8919576555257,low,high,0.0855916299966177,0.0844635339516455,129985.84789395804
infrastructure,ops,prod,24619.2841495339,45988.35073446836,62.47299990714414,5.440447737058057,8.89119981903977,68.68173260463621,medium,medium,0.3117371584951572,0.0929705781801008,92406.78539483303
r&d,debit,test,74460.47143683885,37504.155016814366,60.92941248025405,10.230150624090122,14.798529744710937,84.43837579795758,medium,low,0.0963102884089184,0.0443937164640256,89282.07380281229
r&d,main,dev,57342.566178495035,70472.26504787197,54.091068012822525,7.981645931329618,17.25010626910859,83.54977305651579,medium,low,0.0887909088837565,0.1110904707393519,124096.80773354844
infrastructure,research,dev,22756.900754,33905.12487499224,35.18525893673507,44.90129187085178,7.760237441918156,58.00982066027214,high,low,0.3004162882430343,0.2193410296287229,68025.33802545755
r&d,research,staging,97568.61814784764,43200.84057467397,38.40684645401901,9.458276013268174,15.487842733437924,50.38919851344835,medium,low,0.0563505292647903,0.2051627694096732,75129.6042915646
infrastructure,credit,staging,95928.97144715524,35968.195205990785,77.93069842188682,44.40491398573345,12.912544481565508,87.64908086480584,very high,medium,0.0161567959406287,0.2288916997338407,83013.05077547586
infrastructure,research,test,61032.1932917758,23532.2854174801,17.86701526040681,18.72935874258209,5.889553644836566,55.31840831926218,very high,low,0.1013228057076865,0.3289190888729008,59004.264735004945
application,ops,test,27493.793656472815,84199.89933085388,28.795344207698474,53.27421283833167,8.418385068230881,54.117457198214275,high,medium,0.0605358107239444,0.0112456474285421,116538.12429518565
r&d,ops,test,80369.69772788734,38363.24343373289,44.4681231443035,49.723249360009774,24.100920579186795,50.135060841708174,medium,medium,0.0641856272926857,0.0361682307475062,73984.1091771401
infrastructure,credit,prod,59354.48800845832,55842.20026744166,68.57107803006501,57.68066196114021,5.4509477376161115,71.63006629784635,medium,high,0.0997141351832432,0.0955613698247553,103183.09356072913
infrastructure,ops,test,44195.79826315039,21465.221860344955,21.45729646108095,53.60691085019175,28.35633247740903,75.16319504504072,low,high,0.0331636335370381,0.2337536330181142,66437.03220726394
r&d,debit,test,59313.45420228454,73947.15730021145,29.38682326872269,56.3331180513991,7.160615811180936,81.88320230742953,very high,low,0.0440972897745176,0.0594030586642779,120963.68095305383
application,credit,staging,61795.53163243716,44444.880184503265,14.605875245666727,52.230831808231926,24.980952355086455,64.8031920356293,high,medium,0.1199068189898395,0.087135104199792,79639.7063478489
application,debit,test,65016.93592178714,77578.93822633679,59.41896862355729,43.13600453381704,27.46541352358677,85.521235819339,medium,high,0.0817356488780562,0.0536909787189217,132347.8509632311
infrastructure,main,prod,55297.89709242612,50992.24483742929,26.674660483293128,14.364253366898978,28.528389621261177,58.46659287034708,low,medium,0.0492605013011754,0.1047028319142915,89068.85571705888
r&d,debit,prod,68460.42425112452,33660.44851244997,37.20723254696654,19.94391353697511,26.686925587399315,91.59950265551736,high,high,0.0852281951486767,0.0153785948339109,88846.63088070526
application,main,staging,93498.77684851018,59054.00658256287,41.05910129207675,16.69998313716502,12.18875098563608,78.59241644452229,high,medium,0.0553743601172502,0.0459922152162867,105309.85065338526
r&d,main,test,48981.44696788729,28440.364770995184,72.3919754924519,38.197218321201305,13.327178283461926,79.19449116860243,very high,low,0.0920967055624778,0.1724794201956501,74587.05434205008
r&d,debit,test,78057.31705759594,53243.13278983958,38.79312032318658,32.69909658854807,15.6636424652519,60.488770688955405,medium,low,0.1003532931978259,0.1246890723904376,93635.08041704769
infrastructure,credit,prod,91556.20454593856,43384.438193638925,20.165751394067435,52.6893998437133,8.482417235177522,53.705437465019415,high,medium,0.0631762366137658,0.0456461341396654,77482.64736752432
application,ops,test,56478.34206079495,90956.76673597064,46.70204568380847,57.397007657449166,5.556811376680597,73.23624015403357,low,high,0.0642385671266696,0.0566037048363671,139065.89641277818
infrastructure,ops,test,55476.46691055233,22874.297737657595,77.40705962540407,27.26729392899794,26.728040357025865,80.78059759611794,low,high,0.1189786298968973,0.2873490320189489,72764.62153476459
application,main,test,68169.35882838236,73521.39312845937,52.53799487355677,32.84928043044468,18.85321790526141,54.75232293308428,high,low,0.1055031640909887,0.0582053047443099,106833.49223386745
application,main,dev,67312.54075379905,32620.09327899487,78.83710543224008,58.433399624227654,20.218073554455408,97.52672372640832,low,low,0.0278780728762182,0.0223846581292772,83993.76318959538
application,credit,staging,84527.14738610215,43523.60594657919,68.8775116257209,20.193141789272893,28.174711870444884,99.02071801164034,high,low,0.0284390390454854,0.0992284359953716,100808.39112680365
application,research,dev,58118.670702263415,51241.12504496528,12.517602934938896,48.58149264473475,21.628004452840393,77.2728347696246,low,high,0.0432492524953184,0.0589327721273756,93975.88655179455
application,debit,staging,99689.83597115528,90641.20714999794,56.08797167639293,17.388194628438544,22.271337608495337,97.50345776367033,high,high,0.0585664788072789,0.0926953857924373,152484.05769596872
r&d,main,prod,24757.725509382464,37406.26128590602,30.073681429051856,42.48030634838996,24.674216210918555,58.972261879042655,high,low,0.21089485313965,0.0416832296162478,76827.47098968465
infrastructure,ops,test,20253.42788645614,25304.704203573616,49.17317989513067,18.94885952012103,7.908711246435095,51.27103425897624,high,medium,0.2633105360133312,0.2389297093999474,61118.2064242324
r&d,credit,staging,71215.8649247699,43495.168319241886,29.554163365185858,53.605336385726275,14.004053830344787,51.970476764519496,low,high,0.1065129673821905,0.0217982376084706,78524.93646153952
application,debit,dev,43874.79298895014,26374.07764284267,34.42092916237033,35.88128690551723,29.205198192584156,79.37562397133895,high,low,0.1465848677911912,0.1627525625554072,68260.99412178503
infrastructure,credit,test,39230.591095958705,28287.7188768442,74.62180982279256,15.226350248091151,28.073251952515164,53.08209417184118,very high,medium,0.0483183765175985,0.1841373517620232,59659.38190161958
application,debit,prod,44951.92640034243,63908.04783800214,24.46502294241937,17.34030466341673,27.10188240775462,97.92728034120437,high,high,0.0763604555321152,0.0474528172708484,124218.76614062303
infrastructure,debit,staging,40483.80520839634,22872.154647959465,71.18763826180813,32.16170576394552,16.30221275847431,57.09666053796993,medium,medium,0.0999845617869598,0.1909808222774049,54414.274730981066
r&d,main,staging,22463.20397283583,20474.470511485284,12.132046564934775,57.888111406618336,26.429823839670146,65.23614030264893,medium,medium,0.167907085996917,0.0923202020021113,61876.30472175754
infrastructure,credit,staging,97722.6433912471,75153.12811763982,16.361357685875387,47.330319013601,6.20989704864414,91.12589009991744,very high,high,0.0581764887526811,0.0410502236932728,132402.14064939137
infrastructure,credit,test,37659.639076222535,46931.76758728356,69.82725289689844,31.85703035542148,8.712935606427937,60.93701615520465,high,low,0.192334602786174,0.123144813392937,83784.53926340566
infrastructure,ops,dev,78722.3810071445,28030.027938709864,54.13892216364367,23.57455295092194,15.349192462101351,62.14842292272853,medium,medium,0.0399169868143892,0.1093577388335955,64523.375651699644
infrastructure,ops,dev,81007.71157553402,38289.02166877666,62.30652966276852,35.209767134164345,17.08480166705316,82.11544778955091,high,low,0.0600330494512705,0.2127977109720634,87574.97952227021
infrastructure,main,staging,94340.59184057834,69366.92058819192,24.6592369575298,46.159845838574086,11.587678838021422,63.80430442446311,medium,high,0.0691734684516591,0.0842110200426395,113440.32709410808
application,main,prod,22443.9565674704,40042.925371268095,47.595841891307245,48.116072364904,13.911916771194688,60.87238170038501,low,medium,0.1743688284261605,0.1055995938733273,74804.73252364395
infrastructure,research,prod,89763.86707576062,57561.690009632635,61.605345649991335,22.853483895331955,9.06940252563422,62.708885715282875,low,medium,0.0242505917994579,0.0144094788056387,101877.80355349177
infrastructure,ops,dev,62178.09446718402,27735.624538133783,53.91198959071838,44.66375975176325,17.22835079289768,74.53237496703633,very high,medium,0.0695527386920594,0.1711214702490004,72674.34591166518
r&d,debit,prod,70603.52879726623,65047.491008435754,43.018913682384664,41.17838290199024,24.84608232169653,98.3049936365741,very high,medium,0.019638645104873,0.107622875986952,127697.88183550318
infrastructure,credit,dev,71557.6221696827,43286.21470746113,77.18486505064004,57.751176059796165,21.534009841532644,91.61189707806142,high,medium,0.106161774912002,0.0636978678255795,92346.04858968772
r&d,main,staging,85583.8243987782,68157.47476229732,57.33101334174117,56.20996597794082,7.694806184138532,64.23051322800886,very high,high,0.0178041638950942,0.1079496470148643,105649.71697934208
application,credit,dev,46672.58577272884,82671.59058432184,73.54255601688665,48.415862908196736,17.1895400849179,68.16866042490489,high,medium,0.0871860202168552,0.0319379062719185,129645.7798212148
infrastructure,credit,dev,78644.09518879947,66931.71355119938,61.08393581015768,44.786707887021066,22.441159569493124,73.22561252520387,low,high,0.0598794965637848,0.1120820594536739,115870.9904963915
r&d,research,staging,62286.24877777577,41659.80500760165,61.48244700183782,20.07228743373517,18.24738241384853,98.94648235084952,low,low,0.1267876454429979,0.029399583206781,98644.36649830591
r&d,ops,prod,83471.52114442782,38459.49612386403,15.601278883037557,51.52808908541933,14.791889913388724,58.61952341678578,medium,high,0.0259028796391397,0.204437455448306,77456.20565454253
application,main,dev,99243.68262161069,44193.676698675845,35.16252352977605,28.51281370423514,20.547860532096955,67.87415517459414,high,medium,0.0181474586866482,0.1073249656341769,89320.12263768353
infrastructure,credit,dev,36052.0813923009,31169.641058920388,70.08585847037608,19.973229837832456,29.215966632506888,86.47130469913574,low,low,0.0294280659663764,0.096907420462828,77142.45825050343
infrastructure,main,staging,99571.89132479984,32493.74806800161,26.282270350412915,26.12884168744044,7.372697744151949,98.19718671344717,low,high,0.0209798169974584,0.084738227882066,88998.82895105137
r&d,debit,prod,27184.97234262192,81255.28815201344,18.085410630952634,50.976451950907936,14.750401518689015,57.78376063821189,high,high,0.090156827183194,0.0513454551179842,123714.57817247811
infrastructure,research,dev,20185.40383238511,48778.60612059559,32.82742396471554,13.174826856783676,15.16514632615239,61.36899770971729,medium,high,0.2682169074267125,0.1843414859303321,85925.49753974433
r&d,debit,staging,23532.954894226503,52879.61444564687,25.430651942482974,30.08873076159023,19.424182761709275,61.28473371952151,medium,medium,0.1078465302868725,0.0448714096933961,89973.03422080383
infrastructure,main,dev,47342.592378940935,65523.95724534489,74.77017363552086,32.079667699121934,8.804365047047948,51.04660147460368,medium,medium,0.0241568035385826,0.0210204263200136,103231.700653937
r&d,main,test,70632.50645427473,65172.27961212381,70.75766494014917,7.014633367935067,9.416075746761738,80.20578124904748,medium,high,0.0960793940239212,0.0839743364307689,112599.17601905856
infrastructure,ops,staging,25522.36327102797,23390.14972175406,44.97782611980329,15.766031625149092,12.134034649946368,83.53515370729468,low,high,0.1394529914503647,0.198913261355271,66572.69473604391
application,credit,prod,20453.26516236538,84523.26290701325,14.294071213870762,50.4708335716721,28.89675108171299,80.12629450626267,high,low,0.1699423920079447,0.0586308210733653,138655.85717533785
infrastructure,credit,prod,94967.28227670358,32186.12425791515,60.01936422652094,50.69220637271184,23.35271453077257,53.56614947064072,high,medium,0.0328255492780401,0.1916649236734146,67290.89715321866
infrastructure,debit,prod,85754.13087519437,75845.7308839735,53.63882119353852,21.08282961363364,21.54233254228758,53.46150628728159,low,medium,0.0912797186577188,0.0365310553620887,115367.15962532189
application,research,prod,84734.65369112248,79813.67905025333,77.93882695099471,53.11934790288594,25.423942184856557,60.5193277247062,low,low,0.0258549226996427,0.1032486230283215,122674.4625727417
infrastructure,credit,dev,90753.94204015816,75191.9627273051,49.126726818926386,47.44806164875913,8.189411722917324,64.51472578494574,low,high,0.0803013762691199,0.0558997585590769,112414.94527019482
application,ops,dev,76002.74182176834,64318.21172433162,33.54756063820366,27.98491160874752,26.483320493093792,89.32718279550237,very high,high,0.0847025142866014,0.0248332877405963,114114.02574883314
infrastructure,debit,prod,28352.330379846513,19168.719768710627,46.331518550498906,46.162348942277085,19.8708178471876,57.969513287446055,high,low,0.0541528568525203,0.3552422652322266,53198.98642977311
r&d,debit,prod,51928.015045897846,46830.03938905365,78.54843039831614,57.873404715714344,13.383225186473386,52.204610819876606,high,high,0.1522704787293921,0.127405124469025,78870.42775809728
r&d,ops,prod,77851.95891717036,66387.1543490065,58.74537027731214,30.243334493594183,25.396381393642255,69.69937538565276,high,high,0.0372445572995539,0.0479583580940453,111413.38892385247
infrastructure,research,dev,42426.75686332167,48996.103673803096,57.03832965489358,18.1134948424416,25.0641133587156,70.81960850709602,medium,low,0.0398352505378033,0.1180279393804405,93093.65620653944
infrastructure,ops,prod,74992.50913089901,87078.39159302505,26.84771128081198,56.79990750275857,26.142714542918178,72.54536690944771,low,low,0.0907450586431489,0.0272033806068375,132972.11071326144
infrastructure,research,prod,21959.875861412187,42704.18202796923,62.05217622924324,38.205935870979104,7.887947502674554,91.34517720134843,low,low,0.2707997428252073,0.1002509438441077,93392.77189657962
r&d,ops,test,44490.987270367455,41482.78339669283,62.519028063024024,10.78958393642339,29.2340311248944,54.90027074354708,low,high,0.1195867290786996,0.1963466713535817,75718.70644032401
infrastructure,ops,test,63930.426902173815,39279.815447412635,32.21022886431337,36.49755487211792,28.99065384474328,85.1971041210981,very high,low,0.0327209772757109,0.0416254751516168,89637.38119033995
r&d,main,prod,70567.18636049939,44622.46951686364,43.85996826734992,32.53194891965643,13.93674113754354,66.89727855226454,high,high,0.0616359109398527,0.0848657608127735,85458.90286236031
application,debit,staging,66163.25315695287,62592.39714513497,30.622233305831923,52.057389174155986,6.647350455297991,65.49900682177349,low,medium,0.0976961059166303,0.119498708330015,99845.30045578424
r&d,ops,prod,75820.50208587435,74561.22354180727,28.109354922700067,34.18823543699368,9.176391736719642,96.627156304299,very high,medium,0.0412206129084596,0.1172281278357982,133371.35978488508
r&d,ops,test,20487.099859187125,71005.4334191028,11.81272491746396,19.03778388893559,29.820770636117427,62.4234262208371,low,low,0.1553088929850873,0.0613808260821448,106988.19351854049
application,credit,staging,28075.29599820172,82617.42559851837,29.96482212573325,42.16042351256887,19.075323579291577,82.12659176696832,medium,high,0.0364016230640031,0.0582140721085928,132189.9501219741
r&d,debit,staging,89515.5401823316,88873.119639794,48.77789649147924,34.8416498894569,13.9155449706513,63.7563878688046,high,high,0.0247968543450266,0.0603496501180598,132890.88833336747
infrastructure,credit,prod,74539.8915272129,83286.3233874681,10.112083128432015,17.817454554677987,12.20506734625097,75.35719413201926,very high,high,0.0956244935404906,0.1011565748279173,126103.16768189699
infrastructure,debit,test,29034.531414880905,19515.632269948364,29.82533586667672,36.549532186859935,11.42479338277369,89.3146446298139,low,low,0.1409433954000919,0.3994109755443438,71831.2384170502
r&d,credit,test,87365.95499188633,76873.4362841591,71.69872326262751,50.18445678393274,21.60381912636205,94.08612617581304,high,high,0.090305674508723,0.0253677948267524,131530.47033949947
infrastructure,ops,staging,39378.49742596535,34671.96588946653,51.55540095751526,6.5714004748205745,15.484695787992148,91.93486201475253,very high,high,0.0957364041658613,0.1214941623191863,83248.89889302025
r&d,ops,prod,58260.79073561788,28634.243416638612,52.550397685668635,39.69680712548114,29.13526748421529,79.10903680723199,high,high,0.1030934374151863,0.1551989195247019,72315.9797839682
infrastructure,main,dev,31615.721030772824,69079.10278393084,38.235501351844725,24.227185768141563,22.096075766134035,62.44081576691111,high,medium,0.0940492009478115,0.1043342582424361,114037.54651061301
infrastructure,credit,dev,76808.80451373654,43579.455632615594,57.35305004446877,21.09692951676833,24.80111477622403,83.06166916309328,medium,high,0.046175272619329,0.1290651620241135,93311.15656066722
r&d,research,test,73348.35368114142,22569.37306963546,23.29529363612514,26.59232626986112,12.318538714579,85.4952522889804,high,medium,0.0318355054468882,0.2685441863425453,77385.95076434361
infrastructure,main,dev,36888.99769329089,29010.378751868902,67.31227672689342,23.811246533638993,6.979660227715646,50.53459950567507,very high,high,0.0929663800575282,0.3097063741223626,61302.13349619876
r&d,credit,test,89072.06134856015,18074.353349596884,18.168238395512983,50.77315086896429,17.19557093454703,71.96052554659373,high,high,0.0542331969172799,0.0629156876320819,60996.30079696359
infrastructure,credit,test,52104.48193757697,90257.8901875766,55.92009482571765,20.113879592234532,12.864538663655685,92.16310214108822,very high,high,0.1524323795478868,0.0265415410781058,145209.24129805496
infrastructure,main,test,43401.207285659344,19969.438707299087,33.880452807377814,45.3234162708622,10.052079125198093,74.47937981215237,high,medium,0.1301671622708334,0.198659337691255,61671.047118033566
application,ops,dev,32186.367157162837,34756.46156076089,62.32590794077338,10.17329011257238,28.816053270021538,65.56877210816606,low,high,0.0744017387599231,0.0994390760944849,71821.64166193525
application,credit,test,41293.441001243,51301.02245503259,48.4835185886214,57.32680048664285,16.099705358550757,93.58988855123314,medium,low,0.0318387147997979,0.0133328194783817,105026.95814885203
r&d,ops,staging,21762.15369790536,46525.70607606553,41.66471269351014,39.22741504867035,9.36771480121964,57.79403487649029,low,high,0.0865950767263885,0.0275140296186397,82929.60194228684
application,main,prod,66660.59939648924,90938.07015302204,21.859568146527288,43.8695217374508,9.966266317028476,60.32226162081002,medium,medium,0.0740750376326707,0.0691470906117687,128320.12603985958
r&d,ops,prod,87378.45970751584,21223.11565876337,54.577502499904696,21.392163265194803,12.01774356161485,84.36861834680667,very high,medium,0.0727424393036152,0.3757345559811367,67240.61960130502
application,debit,test,63918.43595533135,58977.17661416413,78.23388903942892,27.665311278946305,29.98290670474282,67.62179707632875,medium,low,0.1186345431919591,0.0825900776435437,98531.90936910722
infrastructure,research,prod,37541.916953910055,72438.35700194992,67.79223974349105,17.307811244903693,11.700287512989933,85.65084178668894,high,low,0.0295872532385978,0.0701717209810411,123654.31039945214
r&d,credit,dev,22693.53425710982,92535.83789449352,14.200573481230826,56.28948471912231,13.22004511446134,57.885181062974596,high,low,0.205314912086615,0.0288352517228787,132971.40440236803
r&d,research,dev,37170.24586070423,67629.70016989768,36.33605648528338,31.845744590575773,21.48320319960003,62.61345448004229,low,medium,0.1155782372186021,0.1039033009644226,111438.12804484542
infrastructure,ops,prod,53289.714245687384,82300.41888094101,74.79081064331902,39.674646361189446,12.349034410257456,57.83236891818167,medium,high,0.1049430501362184,0.0837207645636577,118531.83015757588
r&d,credit,dev,80768.91429598372,24697.995027627872,45.2130623289915,45.38496167918935,10.395106276492337,97.64551567817549,very high,high,0.0608780249693401,0.2227350176480474,77560.56064423698
r&d,ops,prod,35027.42820302193,48875.16087495419,56.34782780657254,25.41083501047464,8.965929666239967,70.27019804254621,very high,low,0.1658492887461312,0.0472151169231026,90656.25391645066
application,debit,prod,77583.31626837488,47915.770758325394,73.88195419139734,44.60559099965277,12.817066625694803,66.8609954955113,high,low,0.0722652544762349,0.0276454877809745,93132.11124511663
r&d,main,prod,89354.6774681507,88903.05731645742,71.16562832939164,42.17958693659871,7.647892240719338,50.71010780853823,very high,high,0.0203579949651098,0.0117659383868223,119455.23093795762
infrastructure,credit,test,56315.747848668565,30109.693701061995,45.12742628783577,43.811263363067056,5.466164660369572,57.67087897054437,high,low,0.1171612852067812,0.1839247061576429,68027.78990654064
application,debit,prod,85714.55933140746,30150.89378693042,40.63524118603215,31.907644511253707,25.116042433366932,71.05679281212497,high,high,0.0217305909817793,0.2491733832437959,72150.87979545596
application,debit,test,64372.58784280765,44284.65199086387,33.7784832935711,26.061556026038943,8.447373560364415,53.42513962859471,high,high,0.0914941370827927,0.1760386120172327,75768.05443985612
infrastructure,credit,prod,70967.2669664724,22357.28378934701,60.33136102140238,17.214520351494443,24.399421245381056,75.53696647531085,low,high,0.0551383439259807,0.1986282266558386,65384.17361479087
infrastructure,ops,prod,62102.276827056216,32596.643252199203,30.08907596300803,50.35444940404911,24.938561974666495,72.75077192322239,low,high,0.074022328598964,0.2198479760219974,73410.84007120655
application,debit,prod,57053.81734010734,95216.7710836588,27.49213245016301,38.45925255924233,18.447988158231077,88.3584070172176,high,medium,0.1283540075324992,0.0897791594023691,153682.58027794317
r&d,research,dev,38772.27534206795,52254.71518937383,34.93749262226461,29.439370785362225,12.742048957823783,82.99013507001584,high,high,0.1864524591743712,0.0543289910941068,101435.79990979332
application,debit,test,44255.524756883686,68561.53667379491,22.405053981515444,56.919774869083625,8.625818343747211,72.29736526602869,high,low,0.1519582962020843,0.056630337250309,114135.04884230273
infrastructure,ops,test,43197.60951548872,76088.90074757097,58.65838711620371,7.631134687887134,23.42012766802498,61.23303500525357,very high,low,0.1058169355773099,0.1106281120422219,116674.20468481987
application,ops,prod,65063.11447630518,47356.912560576035,53.13684545314286,51.75945698627762,20.034674649544648,86.34317830089032,high,low,0.0945801429960425,0.07126653828794,99967.83962873576
infrastructure,research,prod,29596.295441911192,29778.16595284136,43.80149738810905,59.86704261202848,21.3863364123391,85.39310517271021,high,low,0.1550964173080726,0.2776513664686042,79178.66480097997
application,debit,dev,93343.3352561868,34526.481297742466,37.322804548308824,53.781816098557705,5.216727246128276,57.66480802576937,medium,medium,0.0759266053422244,0.2560029576411221,65401.641447851034
r&d,ops,dev,77652.41162264906,43061.31812644882,73.6343780027712,49.574012208859386,28.187925392695615,95.73759157127014,medium,high,0.0491862487309573,0.1422481117483562,97085.1321931343
application,credit,dev,52115.65047305549,68885.47362817805,12.03866494923737,25.586829637347854,6.657254686163756,53.22025580075216,medium,high,0.1495068629131382,0.1080571428014482,101438.71179601112
application,main,test,32689.931562110236,49862.443927124354,63.83754204551094,17.72228002442614,14.170147128500142,52.75188544463581,medium,low,0.2302317242023709,0.1378018555592987,85632.98587100883
infrastructure,main,test,90559.37357773086,18545.17583201025,73.13367002242222,45.41677862747806,15.067791241292506,59.36752088312135,high,low,0.0683663997614594,0.3475858761395856,50673.4513256842
infrastructure,main,test,85902.24720809322,59872.57480539775,41.244820560094816,21.75164514587126,5.033888112448722,95.47303990243856,medium,low,0.0344101730199441,0.0519255123141989,116890.56800227253
infrastructure,debit,prod,77737.72421737434,91721.07135259344,48.54833440294527,14.682182518523389,17.427232733769927,75.99990620184609,very high,high,0.0247186953425546,0.0107423720382618,137294.72275181735
application,research,test,41723.76379289939,82966.20888069432,76.11245815174266,48.25892379069752,23.820224862775248,89.39704603364501,very high,medium,0.1673608398636545,0.0411726626117045,142272.52013597218
r&d,ops,staging,52195.73099469351,84016.90970077048,24.859426069986007,22.18990087301972,25.581716327869305,61.39215940382503,medium,medium,0.0413274411883422,0.0734251699592877,123156.37489194005
infrastructure,credit,staging,28219.86019619387,81604.64140849048,46.40943934492794,55.29429512180361,26.98492483264711,74.51109873268705,low,medium,0.2473373530008752,0.0168066198351508,126761.38896782459
infrastructure,credit,dev,35123.16197820254,43898.46604883389,43.2304788989749,51.23479546505189,17.192971707884237,67.91447318119411,very high,medium,0.1262800612809037,0.0136975823858207,89597.5165525521
application,debit,test,82641.33098533863,79215.50670035137,28.087485350925903,51.62021812300903,20.76590476324126,91.39143035330964,very high,low,0.0465372161943886,0.0213011976746908,133756.1939906232
infrastructure,main,staging,77203.0975080547,29452.90862489544,67.30152612611755,47.43633493307044,6.987992832412469,51.13022196796133,medium,high,0.0948450993313714,0.2235349811572348,66269.61307457718
r&d,debit,dev,67478.86103807477,70617.29178207628,72.9720416334265,53.448478307610515,17.200955607043745,62.19213649830527,medium,low,0.0774606565281629,0.1241727945492439,106048.31251292942
r&d,research,test,91658.13807409383,69325.48533479955,64.73528058517462,49.31607906979661,8.870393871793382,57.62871121511894,high,medium,0.0549465454538998,0.1277459494723576,104701.33291015873
infrastructure,research,prod,66661.32142504363,20045.583927178777,23.675127259402583,38.138124996610074,14.241077940563036,92.95945193607848,very high,low,0.0736763314524644,0.2344068790792722,74235.36302479757
infrastructure,ops,staging,57357.439997088855,81037.61068727453,16.072404485096712,21.270249522002473,13.232632821614985,73.3771924846883,medium,medium,0.0627326919109246,0.0973559621455356,130913.38088659197
application,ops,prod,47229.65970446102,90259.84840761044,52.38111397137396,53.8515056267782,15.588514431037703,70.21100219466081,medium,high,0.1376148328269659,0.0749283872419793,132509.99235925757
r&d,research,test,95235.8804588938,39393.22227776861,13.996633235691876,51.23319925252555,19.290915449353314,72.474138105054,high,medium,0.0290813619275125,0.120803573285112,87197.63228765962
r&d,research,staging,26617.23692194828,82991.25793489207,57.0978121990659,31.008362721579974,27.571916176574895,98.59622753511675,very high,low,0.2844872569791389,0.0646871087835526,142484.56607419575
infrastructure,research,test,94470.98976486467,24592.477748955855,47.12969542290699,7.149327730107535,14.862115783687631,92.5133697167962,medium,high,0.0768267216570229,0.0677618076248603,80852.39520941461
application,debit,prod,86137.17279448146,65997.42866088529,56.39500129205645,40.11990500710524,29.528279892788767,85.31843859251538,high,medium,0.0390349737592003,0.1283401882028325,116583.17223307941
r&d,research,staging,30394.393962856106,56851.74922674217,51.31195415548208,7.7828269522119955,23.97570120128007,64.52394796116273,medium,medium,0.2009004159215633,0.0614124120841967,94325.18442832452
r&d,credit,prod,65198.74861402028,61673.88266472,39.58917986690209,55.9453979016624,17.78702616970958,58.25864997592239,low,high,0.0768812664000922,0.0695962130878018,103574.69470218757
application,main,test,89323.83853992695,92096.4161507476,24.06140260981598,57.88971911439189,21.1006609277986,96.07168145122267,low,low,0.0376556266386958,0.0674196914820092,154231.10893413398
