business_unit,team,env,one_month_avg,one_month_std,six_month_avg,six_month_std,ec2_percentage,fargate_percentage,lambda_percentage,utilization_rate,forecasted_growth,deployment_frequency,stability_factor,seasonality,one_month_cv,six_month_cv,commitment_percentage
r&d,credit,staging,71215.8649247699,7585.413097826507,43495.168319241886,948.1180138432599,29.554163365185858,53.605336385726275,14.004053830344787,51.970476764519496,6.395620980339606,low,0.7629248181319066,high,0.10651296738219057,0.021798237608470654,100.0
application,debit,dev,43874.79298895014,6431.380729651141,26374.07764284267,4292.44872140792,34.42092916237033,35.88128690551723,29.205198192584156,79.37562397133895,0.6719757075237376,high,0.8957875481964956,low,0.14658486779119126,0.16275256255540727,100.0
infrastructure,credit,test,39230.591095958705,1895.5584715824823,28287.7188768442,5208.825641370685,74.62180982279256,15.226350248091151,28.073251952515164,53.08209417184118,2.531521254896174,very high,0.5576456299418001,medium,0.04831837651759856,0.18413735176202323,79.98105279730439
application,debit,prod,44951.92640034243,3432.549576976267,63908.04783800214,3032.6169161933562,24.46502294241937,17.34030466341673,27.10188240775462,97.92728034120435,8.079318445627193,high,0.9638213527542975,high,0.07636045553211528,0.04745281727084844,100.0
infrastructure,debit,staging,40483.80520839634,4047.7555232301493,22872.154647959465,4368.142901923267,71.18763826180813,32.16170576394552,16.30221275847431,57.09666053796993,1.6713241731358774,medium,0.9105710457486051,medium,0.0999845617869598,0.1909808222774049,100.0
r&d,main,staging,22463.20397283583,3771.7311212332343,20474.470511485284,1890.2072535065927,12.132046564934775,57.888111406618336,26.429823839670142,65.23614030264893,6.9848046781488735,medium,0.6123820723876781,medium,0.16790708599691706,0.09232020200211132,91.25400451010199
infrastructure,credit,staging,97722.6433912471,5685.160264133155,75153.12811763982,3085.0527204783075,16.361357685875387,47.330319013601,6.20989704864414,91.12589009991743,7.802593309204779,very high,0.9370911166469768,high,0.05817648875268112,0.04105022369327284,100.0
infrastructure,credit,test,37659.639076222535,7243.251722795938,46931.76758728356,5779.403761736726,69.82725289689844,31.85703035542148,8.712935606427937,60.93701615520465,3.301117978552411,high,0.6317213796984047,low,0.192334602786174,0.12314481339293705,90.48585188565168
infrastructure,ops,dev,78722.3810071445,3142.360244659516,28030.027938709864,3065.300474819818,54.13892216364367,23.57455295092194,15.349192462101353,62.14842292272853,3.222974734029085,medium,0.6026699396695283,medium,0.03991698681438927,0.1093577388335955,89.84845817183725
infrastructure,ops,dev,81007.71157553402,4863.139954948299,38289.02166877666,8147.81616647541,62.30652966276852,35.209767134164345,17.08480166705316,82.11544778955091,5.578026812091469,high,0.6321219684061061,low,0.060033049451270595,0.21279771097206343,100.0
infrastructure,main,staging,94340.59184057834,6525.8659533950995,69366.92058819192,5841.4591399484125,24.6592369575298,46.159845838574086,11.587678838021422,63.80430442446311,8.612863327547638,medium,0.9549775316363047,high,0.06917346845165916,0.0842110200426395,100.0
application,main,prod,22443.9565674704,3913.5264119174453,40042.925371268095,4228.516656705868,47.595841891307245,48.116072364904,13.911916771194687,60.87238170038501,2.2390620191348054,low,0.9577959927574348,medium,0.17436882842616055,0.10559959387332737,100.0
infrastructure,research,prod,89763.86707576062,2176.826898795071,57561.690009632635,829.4339522105511,61.605345649991335,22.853483895331955,9.069402525634219,62.708885715282875,9.412581960424028,low,0.6644978873439844,medium,0.02425059179945792,0.014409478805638781,97.4176308859889
infrastructure,ops,dev,62178.09446718402,4324.656756846238,27735.624538133783,4746.160849239705,53.91198959071838,44.663759751763244,17.22835079289768,74.53237496703633,5.991186848201082,very high,0.8527170925472756,medium,0.06955273869205945,0.1711214702490004,100.0
r&d,debit,prod,70603.52879726623,1386.5576452011992,65047.491008435754,7000.598058063259,43.018913682384664,41.17838290199024,24.84608232169653,98.3049936365741,9.921264713522762,very high,0.8378726275820916,medium,0.019638645104873096,0.10762287598695203,100.0
infrastructure,credit,dev,71557.6221696827,7596.684178015938,43286.21470746113,2757.239583105516,77.18486505064004,57.751176059796165,21.534009841532644,91.61189707806142,0.8961372399532264,high,0.9032813160652016,medium,0.106161774912002,0.06369786782557954,100.0
r&d,main,staging,85583.8243987782,1523.7484363648114,68157.47476229732,7357.575342014522,57.33101334174117,56.20996597794082,7.694806184138532,64.23051322800886,1.2656213650675907,very high,0.6482547500710656,high,0.01780416389509423,0.10794964701486436,95.6831935120114
application,credit,dev,46672.58577272884,4069.1970067540474,82671.59058432184,2640.3575114324926,73.54255601688665,48.415862908196736,17.1895400849179,68.16866042490489,8.266418037134827,high,0.7550692709552009,medium,0.08718602021685526,0.031937906271918524,100.0
infrastructure,credit,dev,78644.09518879947,4709.168827619684,66931.71355119938,7501.844297581804,61.08393581015768,44.786707887021066,22.441159569493124,73.22561252520387,8.647558956038493,low,0.8338369755041435,high,0.05987949656378481,0.11208205945367396,100.0
r&d,research,staging,62286.24877777577,7897.126826010998,41659.80500760165,1224.780903699258,61.48244700183782,20.07228743373517,18.24738241384853,98.94648235084952,4.454586883709339,low,0.5131284094049531,low,0.12678764544299795,0.029399583206781037,99.22420982942228
r&d,ops,prod,83471.52114442782,2162.1527655000255,38459.49612386403,7862.561525386751,15.601278883037555,51.52808908541933,14.791889913388724,58.61952341678578,7.14071176142335,medium,0.6883693726654774,high,0.025902879639139783,0.20443745544830602,95.84329562406617
application,main,dev,99243.68262161067,1801.02063028651,44193.676698675845,4743.084832933309,35.16252352977605,28.51281370423514,20.547860532096955,67.87415517459414,8.675572874455385,high,0.8479441788392845,medium,0.018147458686648243,0.1073249656341769,100.0
infrastructure,credit,dev,36052.0813923009,1060.943029437805,31169.641058920388,3020.569511772227,70.08585847037608,19.973229837832456,29.215966632506888,86.47130469913574,0.4312778821882868,low,0.6262975465595667,low,0.02942806596637649,0.09690742046282805,100.0
infrastructure,main,staging,99571.89132479983,2089.000058085116,32493.74806800161,2753.4626285287645,26.282270350412915,26.12884168744044,7.3726977441519495,98.19718671344717,5.739504229932586,low,0.9788520535032437,high,0.0209798169974584,0.08473822788206607,100.0
r&d,debit,prod,27184.97234262192,2450.9108534736733,81255.28815201344,4172.089750908082,18.085410630952634,50.976451950907936,14.750401518689017,57.78376063821189,8.534806665264895,high,0.5150806857534195,high,0.09015682718319401,0.05134545511798424,78.9849260714361
infrastructure,research,dev,20185.40383238511,5414.066591081646,48778.60612059559,8991.920733880983,32.82742396471554,13.174826856783675,15.16514632615239,61.36899770971729,3.9815494458477496,medium,0.9790435937937114,high,0.26821690742671256,0.1843414859303321,100.0
r&d,debit,staging,23532.954894226503,2537.9475327398027,52879.61444564687,2372.782844219452,25.430651942482974,30.088730761590234,19.424182761709275,61.28473371952151,3.0238360611242685,medium,0.6083819340052,medium,0.1078465302868725,0.04487140969339618,89.95338086047808
infrastructure,main,dev,47342.592378940935,1143.6457031052764,65523.95724534489,1377.3415154714967,74.77017363552086,32.079667699121934,8.804365047047948,51.046601474603676,7.957066850948376,medium,0.524411020962685,medium,0.02415680353858265,0.021020426320013646,77.51263053498437
r&d,main,test,70632.50645427473,6786.328418517421,65172.27961212381,5472.798934108626,70.75766494014917,7.014633367935067,9.416075746761738,80.20578124904748,3.357865835028362,medium,0.6462370166117788,high,0.09607939402392122,0.0839743364307689,100.0
infrastructure,ops,staging,25522.36327102797,3559.1699070277673,23390.14972175406,4652.610964742185,44.97782611980329,15.766031625149093,12.134034649946367,83.53515370729468,0.0317429818450321,low,0.8931411536451126,high,0.13945299145036477,0.19891326135527104,100.0
application,credit,prod,20453.26516236538,3475.8768060651378,84523.26290701325,4955.668304038112,14.294071213870762,50.4708335716721,28.89675108171299,80.12629450626267,9.595725876290658,high,0.8762210032240265,low,0.16994239200794478,0.05863082107336535,100.0
infrastructure,credit,prod,94967.28227670358,3117.353204175486,32186.12425791515,6168.951049236345,60.01936422652094,50.69220637271184,23.352714530772566,53.56614947064072,5.921232363510185,high,0.6044202082113961,medium,0.03282554927804019,0.1916649236734146,84.98019082694542
infrastructure,debit,prod,85754.13087519437,7827.612940024946,75845.7308839735,2770.7245939005193,53.63882119353852,21.08282961363364,21.54233254228758,53.46150628728159,8.195179187100711,low,0.5983950667958997,medium,0.09127971865771888,0.036531055362088734,85.29215208303269
application,research,prod,84734.65369112248,2190.80792116497,79813.67905025333,8240.652460763053,77.93882695099471,53.11934790288594,25.423942184856557,60.5193277247062,8.253015623427146,low,0.8212899579022703,low,0.025854922699642752,0.10324862302832158,100.0
infrastructure,credit,dev,90753.94204015817,7287.6664476726455,75191.9627273051,4203.212562039468,49.126726818926386,47.44806164875913,8.189411722917324,64.51472578494574,0.6641042037273281,low,0.7290413448378652,high,0.08030137626911996,0.055899758559076945,100.0
application,ops,dev,76002.74182176834,6437.623324979216,64318.21172433162,1597.232658710925,33.54756063820366,27.98491160874752,26.483320493093792,89.32718279550237,1.708601993864648,very high,0.8961449766654511,high,0.08470251428660146,0.024833287740596354,100.0
infrastructure,debit,prod,28352.330379846513,1535.3596884951917,19168.719768710627,6809.539432238526,46.331518550498906,46.162348942277085,19.870817847187602,57.969513287446055,3.111206807596474,high,0.5120663893462768,low,0.05415285685252033,0.35524226523222663,76.09744435750324
r&d,debit,prod,51928.015045897846,7907.10371050594,46830.03938905365,5966.386997251727,78.54843039831614,57.873404715714344,13.383225186473386,52.204610819876606,3.2069928504132283,high,0.8052059303802855,high,0.1522704787293921,0.12740512446902508,100.0
r&d,ops,prod,77851.95891717036,2899.5617447730738,66387.1543490065,3183.8189211143153,58.74537027731214,30.243334493594183,25.396381393642258,69.69937538565276,6.587861176809129,high,0.865336006119938,high,0.03724455729955398,0.047958358094045375,100.0
infrastructure,research,dev,42426.75686332167,1690.0804891568864,48996.103673803096,5782.909154289412,57.03832965489358,18.1134948424416,25.064113358715602,70.81960850709602,6.231329207526848,medium,0.9966930560143346,low,0.039835250537803346,0.11802793938044054,100.0
infrastructure,ops,prod,74992.50913089901,6805.199638880316,87078.39159302505,2368.8266291363034,26.84771128081198,56.79990750275857,26.142714542918178,72.54536690944771,4.945897780098138,low,0.8393908471184235,low,0.09074505864314898,0.027203380606837548,100.0
infrastructure,research,prod,21959.875861412187,5946.728735743899,42704.18202796923,4281.134554394501,62.05217622924324,38.205935870979104,7.887947502674554,91.34517720134843,2.1126373230876796,low,0.6159225782749831,low,0.27079974282520736,0.10025094384410779,100.0
r&d,ops,test,44490.987270367455,5320.531641145306,41482.78339669283,8145.006438422265,62.519028063024024,10.78958393642339,29.2340311248944,54.90027074354708,3.819834696903034,low,0.5540930974400193,high,0.1195867290786996,0.19634667135358175,79.70011111145266
infrastructure,ops,test,63930.426902173815,2091.8660458925324,39279.815447412635,1635.04098186637,32.21022886431337,36.49755487211792,28.990653844743278,85.1971041210981,5.435939684651695,very high,0.8204583873220377,low,0.032720977275710994,0.04162547515161684,100.0
r&d,main,prod,70567.18636049939,4349.472813791734,44622.46951686364,3786.919824893427,43.85996826734992,32.53194891965643,13.936741137543539,66.89727855226454,4.679853661039419,high,0.7615915337591079,high,0.061635910939852774,0.08486576081277351,100.0
application,debit,staging,66163.25315695287,6463.892188210497,62592.39714513497,7479.710610122952,30.622233305831923,52.057389174155986,6.647350455297991,65.49900682177349,1.2729253309507838,low,0.9495726442225082,medium,0.09769610591663039,0.11949870833001507,100.0
r&d,ops,prod,75820.50208587435,3125.367567006882,74561.22354180727,8740.672644952514,28.109354922700067,34.18823543699368,9.176391736719642,96.62715630429899,6.4951049350192385,very high,0.8633040105906375,medium,0.041220612908459624,0.11722812783579828,100.0
r&d,ops,test,20487.099859187125,3181.82879960529,71005.4334191028,4358.372159585266,11.81272491746396,19.03778388893559,29.820770636117427,62.4234262208371,0.7305177681066055,low,0.7548712250213103,low,0.1553088929850873,0.06138082608214486,100.0
application,credit,staging,28075.29599820172,1021.9863423368548,82617.42559851837,4809.496771218453,29.964822125733246,42.16042351256887,19.075323579291577,82.12659176696832,3.781946830810803,medium,0.7017947353825738,high,0.036401623064003144,0.058214072108592856,100.0
r&d,debit,staging,89515.5401823316,2219.7038115176565,88873.119639794,5363.461675162042,48.77789649147924,34.8416498894569,13.9155449706513,63.7563878688046,7.100293476752291,high,0.7021873497854101,high,0.024796854345026643,0.06034965011805987,100.0
infrastructure,credit,prod,74539.8915272129,7127.83937585284,83286.3233874681,8424.959203886541,10.112083128432017,17.817454554677987,12.20506734625097,75.35719413201926,0.2002353451970651,very high,0.6131521430756173,high,0.0956244935404906,0.10115657482791736,97.02600068988727
infrastructure,debit,test,29034.531414880905,4092.2254414639497,19515.632269948364,7794.757723304753,29.82533586667672,36.549532186859935,11.42479338277369,89.3146446298139,5.699828190453161,low,0.5086629858778485,low,0.14094339540009193,0.3994109755443438,90.12007719324745
r&d,credit,test,87365.95499188633,7889.641494641038,76873.4362841591,1950.109559283977,71.69872326262751,50.18445678393274,21.60381912636205,94.08612617581304,3.345209741432973,high,0.7874552941035531,high,0.09030567450872308,0.02536779482675247,100.0
infrastructure,ops,staging,39378.49742596535,3769.955745016548,34671.96588946653,4212.441451700138,51.55540095751526,6.5714004748205745,15.484695787992148,91.93486201475253,0.08831843422734464,very high,0.6062073662616076,high,0.09573640416586131,0.1214941623191863,100.0
r&d,ops,prod,58260.79073561788,6006.305183461689,28634.243416638612,4444.003639669623,52.550397685668635,39.69680712548114,29.13526748421529,79.10903680723199,1.9038327106097186,high,0.6041634588640208,high,0.10309343741518633,0.15519891952470197,97.38794072061918
infrastructure,main,dev,31615.721030772824,2973.433300333104,69079.10278393084,7207.316949014432,38.235501351844725,24.227185768141563,22.096075766134035,62.44081576691111,9.409461932706545,high,0.5626906143382402,medium,0.09404920094781152,0.10433425824243618,85.5056347253771
infrastructure,credit,dev,76808.80451373654,3546.6674879865345,43579.455632615594,5624.5895021462,57.35305004446877,21.09692951676833,24.80111477622403,83.06166916309328,5.2114890550509045,medium,0.5947977450883464,high,0.04617527261932902,0.12906516202411356,99.25820474394686
r&d,research,test,73348.35368114142,2335.0819131362623,22569.37306963546,6060.87392724661,23.29529363612514,26.59232626986112,12.318538714578999,85.4952522889804,9.972272046291318,high,0.5158945747775688,medium,0.031835505446888235,0.26854418634254534,91.33328670435274
infrastructure,main,dev,36888.99769329089,3429.436579495765,29010.378751868906,8984.69921515775,67.31227672689342,23.811246533638993,6.979660227715646,50.53459950567507,5.248167503647412,very high,0.837115724874266,high,0.09296638005752828,0.3097063741223626,100.0
r&d,credit,test,89072.06134856015,4830.662642944502,18074.353349596884,1137.160369495111,18.168238395512986,50.77315086896429,17.19557093454703,71.96052554659373,5.439364122902682,high,0.7006985581563472,high,0.054233196917279944,0.06291568763208191,100.0
infrastructure,credit,test,52104.48193757697,7942.410166854746,90257.89018757659,2395.5835000367306,55.92009482571765,20.113879592234532,12.864538663655683,92.16310214108822,3.9184301293285237,very high,0.7807622993865726,high,0.15243237954788683,0.026541541078105847,100.0
infrastructure,main,test,43401.207285659344,5649.411991502499,19969.438707299087,3967.115467658148,33.880452807377814,45.3234162708622,10.052079125198091,74.47937981215237,3.100404187314143,high,0.8184788090103998,medium,0.13016716227083347,0.19865933769125502,100.0
application,ops,dev,32186.367157162837,2394.7216808581984,34756.46156076089,3456.1504259155413,62.32590794077338,10.17329011257238,28.816053270021534,65.56877210816606,2.515455531329448,low,0.9862422811380795,high,0.0744017387599231,0.09943907609448491,100.0
application,credit,test,41293.441001243,1314.730091140858,51301.02245503259,683.9872714493605,48.4835185886214,57.32680048664285,16.099705358550757,93.58988855123314,3.4342061613067387,medium,0.5341329329277504,low,0.03183871479979792,0.013332819478381799,99.75652222560981
r&d,ops,staging,21762.15369790536,1884.4953692015742,46525.70607606553,1280.1096550049947,41.66471269351014,39.22741504867035,9.367714801219641,57.79403487649029,4.598510809004321,low,0.7089588424157189,high,0.08659507672638851,0.027514029618639756,98.65181061636676
application,main,prod,66660.59939648924,4937.886408911332,90938.07015302205,6288.102976930398,21.859568146527288,43.8695217374508,9.966266317028477,60.32226162081002,1.9199195023079008,medium,0.6229489667632405,medium,0.07407503763267079,0.06914709061176873,91.02380620428467
r&d,ops,prod,87378.45970751584,6356.122301717364,21223.11565876337,7974.257938581765,54.577502499904696,21.392163265194803,12.01774356161485,84.36861834680667,2.2487509180569587,very high,0.7383559659284071,medium,0.07274243930361528,0.37573455598113675,100.0
application,debit,test,63918.43595533135,7582.934451105229,58977.17661416413,4870.929595760809,78.23388903942892,27.665311278946305,29.98290670474282,67.62179707632875,2.7154476866843913,medium,0.9602361503069441,low,0.11863454319195911,0.08259007764354377,100.0
infrastructure,research,prod,37541.916953910055,1110.7622039777457,72438.35700194992,5083.124175865881,67.79223974349105,17.307811244903693,11.700287512989933,85.65084178668894,4.492598919308391,high,0.8619921326240756,low,0.02958725323859782,0.07017172098104119,100.0
r&d,credit,dev,22693.53425710982,4659.320990933089,92535.83789449351,2668.2941790752247,14.200573481230826,56.28948471912231,13.22004511446134,57.885181062974596,6.528133668142431,high,0.8309747932399467,low,0.20531491208661504,0.028835251722878773,100.0
r&d,research,dev,37170.24586070423,4296.071493562237,67629.70016989768,7026.949090886546,36.33605648528338,31.845744590575773,21.483203199600034,62.61345448004229,8.561461502862873,low,0.7206229382155886,medium,0.11557823721860214,0.10390330096442268,100.0
infrastructure,ops,prod,53289.714245687384,5592.385153829928,82300.41888094101,6890.253992621679,74.79081064331902,39.674646361189446,12.349034410257456,57.83236891818167,2.871318371871433,medium,0.8355562491872179,high,0.10494305013621849,0.08372076456365779,100.0
r&d,credit,dev,80768.91429598372,4917.051981257393,24697.995027627872,5501.108358350081,45.2130623289915,45.38496167918935,10.395106276492335,97.64551567817549,1.8372834034143737,very high,0.5161876886372041,high,0.060878024969340166,0.2227350176480474,97.60539627663428
r&d,ops,prod,35027.42820302193,5809.274054077364,48875.16087495419,2307.6464353464144,56.34782780657254,25.410835010474642,8.965929666239967,70.27019804254621,3.7884746485055496,very high,0.7931193360149472,low,0.1658492887461312,0.04721511692310265,100.0
application,debit,prod,77583.31626837488,5606.578093244332,47915.770758325394,1324.6548550152602,73.88195419139734,44.60559099965277,12.817066625694805,66.8609954955113,8.943830763718557,high,0.7768882812996241,low,0.07226525447623498,0.027645487780974504,100.0
r&d,main,prod,89354.6774681507,1819.0820740056233,88903.05731645742,1046.02789478557,71.16562832939164,42.17958693659871,7.647892240719338,50.71010780853823,0.09860728337139468,very high,0.6733202159815964,high,0.020357994965109816,0.011765938386822305,92.36583616890942
infrastructure,credit,test,56315.747848668565,6598.025395331037,30109.693701061995,5537.916566464461,45.12742628783577,43.811263363067056,5.466164660369572,57.67087897054437,6.778686160577454,high,0.6007570627120542,low,0.11716128520678128,0.18392470615764298,85.90028584283337
application,debit,prod,85714.55933140746,1862.628030014274,30150.89378693042,7512.800212713801,40.63524118603215,31.907644511253707,25.116042433366932,71.05679281212497,4.771600464115815,high,0.9037777754996505,high,0.021730590981779346,0.24917338324379598,100.0
application,debit,test,64372.58784280765,5889.7143764639595,44284.65199086387,7795.808670137861,33.7784832935711,26.061556026038943,8.447373560364415,53.42513962859471,1.6104621496068006,high,0.5269310572275483,high,0.09149413708279273,0.17603861201723278,76.73034804605193
infrastructure,credit,prod,70967.2669664724,3913.017573484247,22357.283789347006,4440.787631919324,60.33136102140238,17.214520351494443,24.399421245381056,75.53696647531085,3.2102152627446667,low,0.5348364322117939,high,0.05513834392598074,0.19862822665583862,88.71446075301662
infrastructure,ops,prod,62102.276827056216,4596.955142036186,32596.643252199203,7166.306044107094,30.08907596300803,50.35444940404911,24.938561974666495,72.75077192322239,2.2495004387703386,low,0.7202608719920733,high,0.07402232859896406,0.2198479760219974,100.0
application,debit,prod,57053.81734010734,7323.086100629974,95216.77108365881,8548.481668898701,27.49213245016301,38.45925255924233,18.447988158231077,88.3584070172176,8.778321678901223,high,0.6262772737043025,medium,0.12835400753249923,0.08977915940236919,100.0
r&d,research,dev,38772.27534206795,7229.186085314406,52254.71518937383,2838.945956148578,34.93749262226461,29.439370785362225,12.742048957823785,82.99013507001584,4.818733839449902,high,0.8727262067535102,high,0.18645245917437125,0.0543289910941068,100.0
application,debit,test,44255.524756883686,6724.9941395852065,68561.53667379491,3882.662944236436,22.405053981515444,56.919774869083625,8.625818343747211,72.29736526602869,5.630942778724927,high,0.8170950384605955,low,0.15195829620208431,0.056630337250309026,100.0
infrastructure,ops,test,43197.60951548872,4571.038663194263,76088.90074757097,8417.571437071785,58.65838711620371,7.631134687887134,23.42012766802498,61.23303500525357,5.936876193370207,very high,0.8862673980633158,low,0.10581693557730998,0.11062811204222193,100.0
application,ops,prod,65063.11447630518,6153.678670936832,47356.912560576035,3374.9632221969214,53.13684545314286,51.75945698627762,20.034674649544648,86.34317830089032,6.396171246023561,high,0.6623394781689005,low,0.09458014299604257,0.07126653828794005,100.0
infrastructure,research,prod,29596.295441911192,4590.279388631666,29778.16595284136,8267.948467735268,43.80149738810905,59.867042612028484,21.3863364123391,85.39310517271021,4.9555569037593,high,0.8702594698089337,low,0.1550964173080726,0.2776513664686042,100.0
application,debit,dev,93343.33525618681,7087.242577323442,34526.481297742466,8838.88132916296,37.322804548308824,53.781816098557705,5.216727246128276,57.66480802576937,0.1787353083631582,medium,0.9311516180131995,medium,0.07592660534222445,0.25600295764112213,100.0
r&d,ops,dev,77652.41162264906,3819.4308326302994,43061.31812644882,6125.39119288261,73.6343780027712,49.574012208859386,28.187925392695615,95.73759157127014,3.3472268691465192,medium,0.6726372472092859,high,0.049186248730957345,0.14224811174835622,100.0
application,credit,dev,52115.65047305549,7791.647410904137,68885.47362817805,7443.567460785431,12.03866494923737,25.586829637347854,6.657254686163756,53.220255800752156,1.838732407209912,medium,0.6699479105809167,high,0.14950686291313828,0.10805714280144822,91.0292789013219
application,main,test,32689.931562110236,7526.259307602143,49862.443927124354,6871.137295879224,63.83754204551094,17.72228002442614,14.170147128500142,52.75188544463581,6.801428429116769,medium,0.9499757019532131,low,0.2302317242023709,0.13780185555929877,100.0
infrastructure,main,test,90559.37357773086,6191.218336162498,18545.17583201025,6446.041189731952,73.13367002242222,45.41677862747806,15.067791241292506,59.36752088312135,0.5670465137004665,high,0.5248951265938546,low,0.06836639976145947,0.34758587613958564,78.01375034193569
infrastructure,main,test,85902.24720809322,2955.911189232504,59872.57480539775,3108.914120340477,41.244820560094816,21.75164514587126,5.033888112448722,95.47303990243856,5.638033911116443,medium,0.6750947028654222,low,0.034410173019944174,0.051925512314198924,100.0
infrastructure,debit,prod,77737.72421737434,1921.5751215528087,91721.07135259343,985.3018722175216,48.54833440294527,14.682182518523387,17.427232733769927,75.99990620184609,2.1063172227430096,very high,0.559336246035902,high,0.024718695342554647,0.010742372038261871,93.57896703070509
application,research,test,41723.76379289939,6982.924150652382,82966.20888069432,3415.93972641703,76.11245815174266,48.25892379069752,23.820224862775248,89.39704603364501,9.488458384670611,very high,0.5144902951249881,medium,0.16736083986365452,0.04117266261170451,94.06221750456773
r&d,ops,staging,52195.73099469351,2157.116002965729,84016.90970077048,6168.9558742332065,24.859426069986007,22.18990087301972,25.581716327869305,61.39215940382503,3.355409421865355,medium,0.5564347088234111,medium,0.04132744118834225,0.07342516995928777,85.19202447277732
infrastructure,credit,staging,28219.86019619387,6979.82552298135,81604.64140849048,1371.4981849363116,46.40943934492794,55.29429512180361,26.98492483264711,74.51109873268705,3.2522119137463426,low,0.7156228955901385,medium,0.2473373530008752,0.016806619835150888,100.0
infrastructure,credit,dev,35123.16197820254,4435.355046986523,43898.46604883389,601.3028553150577,43.2304788989749,51.23479546505189,17.192971707884237,67.91447318119411,9.233846679907238,very high,0.8434780346138954,medium,0.1262800612809037,0.013697582385820759,100.0
application,debit,test,82641.33098533863,3845.8974866567296,79215.50670035137,1687.3851671249786,28.087485350925906,51.62021812300903,20.76590476324126,91.39143035330963,4.173479203041413,very high,0.6446412122209815,low,0.0465372161943886,0.021301197674690808,100.0
infrastructure,main,staging,77203.0975080547,7322.335451841004,29452.90862489544,6583.75537449176,67.30152612611755,47.43633493307044,6.987992832412469,51.13022196796133,9.628623341857422,medium,0.9248376537005624,high,0.09484509933137145,0.2235349811572348,100.0
r&d,debit,dev,67478.86103807477,5226.956877781945,70617.29178207628,8768.746464079773,72.9720416334265,53.448478307610515,17.200955607043745,62.19213649830527,0.24170352133503492,medium,0.718807814369175,low,0.07746065652816292,0.12417279454924399,100.0
r&d,research,test,91658.13807409383,5036.298049908024,69325.48533479955,8856.049946725974,64.73528058517462,49.31607906979661,8.870393871793382,57.62871121511894,3.063445752021463,high,0.9841140254808718,medium,0.054946545453899834,0.12774594947235765,100.0
infrastructure,research,prod,66661.32142504363,4911.361612370783,20045.583927178774,4698.822767691598,23.675127259402586,38.138124996610074,14.241077940563036,92.95945193607847,6.661929602664312,very high,0.9770778347218501,low,0.07367633145246444,0.2344068790792722,100.0
infrastructure,ops,staging,57357.439997088855,3598.1866121367198,81037.61068727453,7889.4945584349525,16.072404485096712,21.270249522002473,13.232632821614983,73.3771924846883,8.908569645276385,medium,0.8866381113334075,medium,0.0627326919109246,0.09735596214553563,100.0
application,ops,prod,47229.65970446102,6499.50172470389,90259.84840761044,6763.024873887784,52.38111397137396,53.8515056267782,15.588514431037705,70.21100219466081,2.564055930082839,medium,0.9662027480733091,high,0.1376148328269659,0.07492838724197931,100.0
r&d,research,test,95235.88045889381,2769.589108110411,39393.22227776861,4758.842014369129,13.996633235691876,51.23319925252555,19.290915449353314,72.474138105054,9.304775919636683,high,0.8535480380805558,medium,0.029081361927512553,0.12080357328511206,100.0
r&d,research,staging,26617.23692194828,7572.264720288926,82991.25793489207,5368.464530118237,57.0978121990659,31.008362721579978,27.571916176574895,98.59622753511675,5.9412146649918816,very high,0.9477915949955906,low,0.28448725697913896,0.06468710878355262,100.0
infrastructure,research,test,94470.98976486467,7257.896435328726,24592.477748955855,1666.4307462434042,47.12969542290699,7.149327730107535,14.862115783687633,92.5133697167962,8.01008243197916,medium,0.6182368586831533,high,0.07682672165702299,0.06776180762486031,100.0
application,debit,prod,86137.17279448146,3362.362279724287,65997.42866088529,8470.122415241032,56.39500129205645,40.11990500710524,29.528279892788767,85.31843859251538,3.9720730430689724,high,0.6727101000883993,medium,0.039034973759200314,0.12834018820283255,100.0
r&d,research,staging,30394.393962856106,6106.246388821646,56851.74922674217,3491.4030512201025,51.311954155482084,7.7828269522119955,23.97570120128007,64.52394796116273,2.1218038256687333,medium,0.8764650330024308,medium,0.20090041592156335,0.061412412084196726,100.0
r&d,credit,prod,65198.74861402028,5012.56236114714,61673.882664720004,4292.268679885941,39.58917986690209,55.945397901662396,17.78702616970958,58.25864997592239,9.112354154476932,low,0.7122806191032786,high,0.07688126640009227,0.06959621308780184,98.89261210341012
application,main,test,89323.83853992695,3363.545113994642,92096.41615074761,6209.111963482139,24.06140260981598,57.88971911439189,21.1006609277986,96.07168145122267,9.331358684062186,low,0.9186637169122589,low,0.03765562663869587,0.06741969148200927,100.0
application,research,test,65744.7330885723,7919.651535968127,87705.21977974828,3338.1710079757086,31.399149506734197,15.421958024478233,7.555604278298612,71.15377613982415,4.975751441541355,medium,0.9388194357938875,high,0.12046062344338142,0.03806125811392715,100.0
r&d,main,prod,92575.98572484979,1176.6614209378495,80806.69257918056,2661.2028684059096,46.71504019532835,42.20141579302005,26.11303828284137,63.93778997343146,0.06495015999256504,very high,0.6498647423604624,low,0.012710222977642065,0.03293295126264771,96.49893748035907
r&d,debit,staging,95438.7053452834,2768.5222143490064,39895.87661426968,5863.919842796875,55.630766555332414,10.074795250951952,19.558936376599146,73.54604132088177,1.0978295367040447,low,0.9117254040947868,medium,0.029008379821717976,0.14698059901006183,100.0
application,main,prod,53790.761774744475,4640.518427778053,90945.49029488734,712.3646993957203,64.563811181917,45.123431071521715,29.651687005240046,95.8923711410176,5.730279602317218,high,0.577132135532575,medium,0.086269803116208,0.007832875462938343,100.0
